Date,Year,Quarter,Quarter_Label,Month,Month_Name,Year_Month,Week_of_Year,Day_of_Week,Day_Name,Is_Weekend,Data_Type,Actual_Sales,Forecasted_Sales,Lower_Bound,Upper_Bound,Trend
2014-07-30,2014,3,Q3 2014,7,July,2014-07,31,2,Wednesday,0,Historical,1367.84,541.2792373934041,-3455.0279173769163,4676.793193921463,1546.1792712026154
2014-08-01,2014,3,Q3 2014,8,August,2014-08,31,4,Friday,0,Historical,228.328,1743.3298922302915,-2420.9248890949916,5712.315118436246,1545.57944137471
2014-08-02,2014,3,Q3 2014,8,August,2014-08,31,5,Saturday,1,Historical,886.28,1034.6488736318622,-2756.4230144909466,4995.903046688558,1545.2795264607573
2014-08-03,2014,3,Q3 2014,8,August,2014-08,31,6,Sunday,1,Historical,477.994,948.0616523590182,-2846.9353347542988,5135.166130209648,1544.9796115468048
2014-08-04,2014,3,Q3 2014,8,August,2014-08,32,0,Monday,0,Historical,2743.154,983.2602531872715,-3171.9125879016083,4889.912797700071,1544.679696632852
2014-08-05,2014,3,Q3 2014,8,August,2014-08,32,1,Tuesday,0,Historical,2408.7239999999997,866.3578460909921,-2876.8672869358597,4857.621632296303,1544.3797817188993
2014-08-06,2014,3,Q3 2014,8,August,2014-08,32,2,Wednesday,0,Historical,262.89,341.04028168568897,-3544.324012233869,4307.785599153327,1544.0798668049465
2014-08-08,2014,3,Q3 2014,8,August,2014-08,32,4,Friday,0,Historical,3955.629,1716.536669875937,-2292.6547661373597,5666.271326736457,1543.4800369770412
2014-08-09,2014,3,Q3 2014,8,August,2014-08,32,5,Saturday,1,Historical,3605.6850000000004,1459.4237865140083,-2236.7781042126503,5356.540152929994,1543.1801220630884
2014-08-11,2014,3,Q3 2014,8,August,2014-08,33,0,Monday,0,Historical,451.62,1683.213909462034,-2490.1777873679425,5563.360155990316,1542.5802922351834
2014-08-12,2014,3,Q3 2014,8,August,2014-08,33,1,Tuesday,0,Historical,1832.38,1110.9793264481402,-2858.1229958236504,4782.840408451208,1542.2803773212306
2014-08-15,2014,3,Q3 2014,8,August,2014-08,33,4,Friday,0,Historical,842.7819999999999,1300.5891297560775,-2666.617018032149,5097.174407065938,1541.3806325793726
2014-08-16,2014,3,Q3 2014,8,August,2014-08,33,5,Saturday,1,Historical,853.092,1140.2863485861394,-2769.838299006431,5062.217229646025,1541.0807176654196
2014-08-17,2014,3,Q3 2014,8,August,2014-08,33,6,Sunday,1,Historical,500.342,1565.3250348001006,-2280.3455508628,5658.065369983364,1540.7808023866894
2014-08-19,2014,3,Q3 2014,8,August,2014-08,34,1,Tuesday,0,Historical,1439.106,1624.6424045496601,-2271.1765511817625,5673.465551815689,1540.180971829229
2014-08-20,2014,3,Q3 2014,8,August,2014-08,34,2,Wednesday,0,Historical,1838.722,809.556817031214,-3253.4996240196438,4971.300081386162,1539.881056550499
2014-08-22,2014,3,Q3 2014,8,August,2014-08,34,4,Friday,0,Historical,23.104,1400.7506912105368,-2527.4562884887882,5823.069629300929,1539.2812259930386
2014-08-23,2014,3,Q3 2014,8,August,2014-08,34,5,Saturday,1,Historical,565.224,969.5988591165352,-2835.1580727918376,4890.063841067789,1538.9813107143084
2014-08-24,2014,3,Q3 2014,8,August,2014-08,34,6,Sunday,1,Historical,59.74,1390.6774225934303,-2426.544550620496,5395.048597525309,1538.6813954355782
2014-08-25,2014,3,Q3 2014,8,August,2014-08,35,0,Monday,0,Historical,1451.6499999999999,1737.0914384505518,-2241.3199578970357,5410.42839830416,1538.381480156848
2014-08-26,2014,3,Q3 2014,8,August,2014-08,35,1,Tuesday,0,Historical,366.81,1526.6249234272352,-2954.15884422451,5586.220577187717,1538.081564878118
2014-08-27,2014,3,Q3 2014,8,August,2014-08,35,2,Wednesday,0,Historical,2070.13,701.9121500633224,-3223.439839911941,4846.95321759595,1537.7816495993877
2014-08-29,2014,3,Q3 2014,8,August,2014-08,35,4,Friday,0,Historical,832.3225,2080.6593334105064,-1803.0700933166206,5861.072676188837,1537.1818190419274
2014-08-30,2014,3,Q3 2014,8,August,2014-08,35,5,Saturday,1,Historical,121.24,2091.979930965302,-1795.0467866268082,6150.6977954214835,1536.881903763197
2014-08-31,2014,3,Q3 2014,8,August,2014-08,35,6,Sunday,1,Historical,92.52,2175.5306924890306,-1601.9805754444785,6168.071938576046,1536.581988484467
2014-09-01,2014,3,Q3 2014,9,September,2014-09,36,0,Monday,0,Historical,469.436,2483.3675362298254,-1315.4688067217712,6441.4092252594755,1536.2820732057367
2014-09-02,2014,3,Q3 2014,9,September,2014-09,36,1,Tuesday,0,Historical,3254.15,1214.409181206141,-3006.3127191155713,5171.918406592388,1535.9821579270067
2014-09-03,2014,3,Q3 2014,9,September,2014-09,36,2,Wednesday,0,Historical,22.08,580.5974011710607,-3638.2003879981307,4777.109885777926,1535.6822426482763
2014-09-05,2014,3,Q3 2014,9,September,2014-09,36,4,Friday,0,Historical,296.304,2197.2861025192647,-1516.2208376023823,6186.5308031248605,1535.082412090816
2014-09-06,2014,3,Q3 2014,9,September,2014-09,36,5,Saturday,1,Historical,100.36,2251.0645557627167,-1852.0595650378555,6181.179432293445,1534.7824968120858
2014-09-07,2014,3,Q3 2014,9,September,2014-09,36,6,Sunday,1,Historical,3523.875,2780.498228876932,-1375.0547516064105,6848.793581572059,1534.4825815333556
2014-09-08,2014,3,Q3 2014,9,September,2014-09,37,0,Monday,0,Historical,14228.428,3030.766409376855,-708.5712628161491,7115.917509132849,1534.1826662546255
2014-09-09,2014,3,Q3 2014,9,September,2014-09,37,1,Tuesday,0,Historical,4043.5879999999997,2741.8672662810595,-1509.9203211280183,7024.208272188242,1533.8827509758953
2014-09-10,2014,3,Q3 2014,9,September,2014-09,37,2,Wednesday,0,Historical,1855.2279999999998,1831.5318181119026,-2368.3309781151784,5596.381262240528,1533.5828356971651
2014-09-11,2014,3,Q3 2014,9,September,2014-09,37,3,Thursday,0,Historical,127.95,2528.294656036494,-1261.8078563866404,6287.958355351051,1533.282920418435
2014-09-12,2014,3,Q3 2014,9,September,2014-09,37,4,Friday,0,Historical,4904.66,2526.045704567779,-1553.4475133328633,6764.630724254537,1532.9830051397048
2014-09-13,2014,3,Q3 2014,9,September,2014-09,37,5,Saturday,1,Historical,1275.408,2297.550127896117,-1719.1975737361784,6457.161682706975,1532.6830898609746
2014-09-14,2014,3,Q3 2014,9,September,2014-09,37,6,Sunday,1,Historical,5023.716,2929.1460269963513,-844.2157150305205,6851.723918046552,1532.3831745822445
2014-09-15,2014,3,Q3 2014,9,September,2014-09,38,0,Monday,0,Historical,133.436,3492.254750047286,-494.1671209939942,7386.758184437345,1532.0832593035143
2014-09-16,2014,3,Q3 2014,9,September,2014-09,38,1,Tuesday,0,Historical,33.552,3541.3371265360124,-313.1914013692798,7798.333145017805,1531.7833440247841
2014-09-17,2014,3,Q3 2014,9,September,2014-09,38,2,Wednesday,0,Historical,820.523,2957.6981714385706,-928.716561660468,6812.9214266111085,1531.483428746054
2014-09-19,2014,3,Q3 2014,9,September,2014-09,38,4,Friday,0,Historical,9338.637,3947.1902036334545,-101.854956129272,8080.415868698286,1530.8835981885936
2014-09-20,2014,3,Q3 2014,9,September,2014-09,38,5,Saturday,1,Historical,5335.968000000001,3268.999728530938,-616.2289185046942,6888.2117916643165,1530.583683087559
2014-09-21,2014,3,Q3 2014,9,September,2014-09,38,6,Sunday,1,Historical,2679.652,3050.5158081580985,-690.3574061184617,6900.908404441936,1530.2837679865245
2014-09-22,2014,3,Q3 2014,9,September,2014-09,39,0,Monday,0,Historical,1240.266,2754.918908269059,-1402.469111918757,6728.607490019688,1529.9838528854903
2014-09-23,2014,3,Q3 2014,9,September,2014-09,39,1,Tuesday,0,Historical,10662.337000000001,2291.746410852041,-1592.5353335255725,6131.53773745721,1529.6839377844556
2014-09-24,2014,3,Q3 2014,9,September,2014-09,39,2,Wednesday,0,Historical,211.96,1538.4260930241549,-2200.0277261507963,5980.7625430636745,1529.3840226834213
2014-09-25,2014,3,Q3 2014,9,September,2014-09,39,3,Thursday,0,Historical,354.88880000000006,2428.4832658839996,-1421.6280056629264,6145.538482691221,1529.0841075823869
2014-09-26,2014,3,Q3 2014,9,September,2014-09,39,4,Friday,0,Historical,1480.614,2354.084957661567,-1535.003691547883,6590.332958715174,1528.7841924813524
2014-09-27,2014,3,Q3 2014,9,September,2014-09,39,5,Saturday,1,Historical,773.4399999999999,1749.5494992990598,-2273.6014598010834,6086.126462680223,1528.484277380318
2014-09-28,2014,3,Q3 2014,9,September,2014-09,39,6,Sunday,1,Historical,490.29200000000003,1935.696637054743,-2536.6787868846213,6188.306082879286,1528.1843622792835
2014-09-29,2014,3,Q3 2014,9,September,2014-09,40,0,Monday,0,Historical,8109.07,2192.461777931303,-1795.254571329567,6131.702663544782,1527.884447178249
2014-09-30,2014,3,Q3 2014,9,September,2014-09,40,1,Tuesday,0,Historical,987.532,2011.670765422532,-1808.0134562781477,6045.701449002729,1527.5845320772148
2014-10-01,2014,4,Q4 2014,10,October,2014-10,40,2,Wednesday,0,Historical,4.71,1082.654543022214,-2627.278899291016,4871.891815693786,1527.2846169761801
2014-10-02,2014,4,Q4 2014,10,October,2014-10,40,3,Thursday,0,Historical,598.144,1609.0907174199974,-2469.9854062679265,5766.590123314443,1526.9847018751457
2014-10-03,2014,4,Q4 2014,10,October,2014-10,40,4,Friday,0,Historical,862.683,1410.3930988441787,-2835.902023206925,5644.4862450899855,1526.6847867741114
2014-10-04,2014,4,Q4 2014,10,October,2014-10,40,5,Saturday,1,Historical,728.7479999999999,1016.8295306060976,-3284.6867422951846,5064.318376951908,1526.3848716730768
2014-10-05,2014,4,Q4 2014,10,October,2014-10,40,6,Sunday,1,Historical,191.9,1456.892862158733,-2530.4639846784776,5398.907226770873,1526.0849565720425
2014-10-06,2014,4,Q4 2014,10,October,2014-10,41,0,Monday,0,Historical,494.71,1741.2916562905216,-2264.5687983615394,5775.179208002066,1525.785041471008
2014-10-07,2014,4,Q4 2014,10,October,2014-10,41,1,Tuesday,0,Historical,237.35999999999999,1448.800973037461,-2571.5245569673107,5217.333663977064,1525.4851263699736
2014-10-08,2014,4,Q4 2014,10,October,2014-10,41,2,Wednesday,0,Historical,147.392,556.3429764795792,-3154.124664272592,4484.75930089363,1525.1852112689392
2014-10-09,2014,4,Q4 2014,10,October,2014-10,41,3,Thursday,0,Historical,249.35999999999999,1337.7383287205203,-2629.7149692770686,5047.353802411205,1524.8852961679047
2014-10-10,2014,4,Q4 2014,10,October,2014-10,41,4,Friday,0,Historical,2049.386,1360.0638002366875,-2373.134972429022,5449.466626843069,1524.5853810668702
2014-10-11,2014,4,Q4 2014,10,October,2014-10,41,5,Saturday,1,Historical,1381.164,902.1565693092869,-3246.655999255315,4830.274076238163,1524.285465965836
2014-10-12,2014,4,Q4 2014,10,October,2014-10,41,6,Sunday,1,Historical,58.53,1081.9568513336105,-2976.043575378584,5163.5198119544675,1523.9855508648013
2014-10-13,2014,4,Q4 2014,10,October,2014-10,42,0,Monday,0,Historical,2212.182,1247.2287652099046,-2670.070633356718,5197.900195121234,1523.685635763767
2014-10-14,2014,4,Q4 2014,10,October,2014-10,42,1,Tuesday,0,Historical,4525.484,1163.174953056138,-2619.267785473904,5339.559097442428,1523.3857206627326
2014-10-15,2014,4,Q4 2014,10,October,2014-10,42,2,Wednesday,0,Historical,206.72400000000002,656.0235397881702,-3341.7989658824754,4731.912904562281,1523.085805561698
2014-10-16,2014,4,Q4 2014,10,October,2014-10,42,3,Thursday,0,Historical,194.322,1733.149676770334,-2046.5679103636714,5945.2827786131365,1522.7858904606637
2014-10-17,2014,4,Q4 2014,10,October,2014-10,42,4,Friday,0,Historical,136.068,1886.4636436666165,-1801.4513295685585,5891.96725951235,1522.4859753596293
2014-10-18,2014,4,Q4 2014,10,October,2014-10,42,5,Saturday,1,Historical,3134.916,1483.6039623289234,-2540.591725846537,5439.589755015242,1522.1860602585948
2014-10-19,2014,4,Q4 2014,10,October,2014-10,42,6,Sunday,1,Historical,641.104,1651.6693933074553,-2253.3698356660643,5404.69288004786,1521.8861451575606
2014-10-20,2014,4,Q4 2014,10,October,2014-10,43,0,Monday,0,Historical,1501.104,1601.5414644691898,-2221.9427136406944,5455.152922624809,1521.5862299348878
2014-10-21,2014,4,Q4 2014,10,October,2014-10,43,1,Tuesday,0,Historical,1356.602,1047.6228898526479,-2877.4125287381544,5175.253882544184,1521.2863147122152
2014-10-22,2014,4,Q4 2014,10,October,2014-10,43,2,Wednesday,0,Historical,223.808,48.02156135494977,-3985.295051688137,4416.20354281484,1520.9863994895427
2014-10-24,2014,4,Q4 2014,10,October,2014-10,43,4,Friday,0,Historical,56.49,1316.98824957476,-2746.388324987341,5326.711734613548,1520.3865690441974
2014-10-25,2014,4,Q4 2014,10,October,2014-10,43,5,Saturday,1,Historical,103.882,1256.10636501302,-2446.80485393371,5036.135962149192,1520.0866538215248
2014-10-26,2014,4,Q4 2014,10,October,2014-10,43,6,Sunday,1,Historical,447.88,1612.7712182288406,-2257.971723363555,5664.849201359277,1519.7867385988523
2014-10-27,2014,4,Q4 2014,10,October,2014-10,44,0,Monday,0,Historical,22.32,1649.836936915827,-2215.7456691032403,5489.12526551569,1519.4868233761797
2014-10-28,2014,4,Q4 2014,10,October,2014-10,44,1,Tuesday,0,Historical,1510.5819999999999,1351.0949973556571,-2421.4620610122292,5364.429077682276,1519.1869081535071
2014-10-29,2014,4,Q4 2014,10,October,2014-10,44,2,Wednesday,0,Historical,2813.8120000000004,842.9129155645039,-2852.1336204115137,4914.790251694326,1518.8869929308346
2014-10-31,2014,4,Q4 2014,10,October,2014-10,44,4,Friday,0,Historical,5362.026,2546.392758412407,-1292.7688606144272,6633.1545375001615,1518.2871624854893
2014-11-01,2014,4,Q4 2014,11,November,2014-11,44,5,Saturday,1,Historical,4732.08,2122.15051568669,-1953.1114046026612,5954.487750672281,1517.9872472628167
2014-11-02,2014,4,Q4 2014,11,November,2014-11,44,6,Sunday,1,Historical,2126.37,2126.7857127825655,-2020.9381055982,6062.0064483330225,1517.6873320401442
2014-11-03,2014,4,Q4 2014,11,November,2014-11,45,0,Monday,0,Historical,2784.163,2116.0367119455877,-1776.8559728125529,5954.705373484325,1517.3874168174714
2014-11-04,2014,4,Q4 2014,11,November,2014-11,45,1,Tuesday,0,Historical,6693.7480000000005,1963.2354114561942,-1973.7247749120309,6004.893727453715,1517.0875015947988
2014-11-05,2014,4,Q4 2014,11,November,2014-11,45,2,Wednesday,0,Historical,1694.564,1492.5322293708953,-2534.356721429347,5419.1618704129905,1516.7875863721263
2014-11-06,2014,4,Q4 2014,11,November,2014-11,45,3,Thursday,0,Historical,43.68,2677.0032067516822,-1365.797198978859,6721.910618808029,1516.487671149454
2014-11-07,2014,4,Q4 2014,11,November,2014-11,45,4,Friday,0,Historical,1449.142,3007.4407601181283,-1194.7000918281854,6845.48454952691,1516.1877559267812
2014-11-08,2014,4,Q4 2014,11,November,2014-11,45,5,Saturday,1,Historical,333.576,2822.069659687189,-1075.2120348780782,6731.409984984513,1515.8878407041086
2014-11-09,2014,4,Q4 2014,11,November,2014-11,45,6,Sunday,1,Historical,1574.094,3187.442055378721,-878.1200844164301,7487.431570845545,1515.587925481436
2014-11-10,2014,4,Q4 2014,11,November,2014-11,46,0,Monday,0,Historical,2002.556,3273.5742358066586,-542.4541250010487,7204.391666279312,1515.2880102587635
2014-11-11,2014,4,Q4 2014,11,November,2014-11,46,1,Tuesday,0,Historical,8114.548,2787.9542761139523,-1048.3147447766594,6722.519090067975,1514.9880950360907
2014-11-12,2014,4,Q4 2014,11,November,2014-11,46,2,Wednesday,0,Historical,1054.7612,1785.6546874384876,-2144.8887662884463,5960.1660815904115,1514.6881798134182
2014-11-14,2014,4,Q4 2014,11,November,2014-11,46,4,Friday,0,Historical,1034.73,2780.6850073132173,-1184.385419793001,7138.323617129818,1514.0883493680728
2014-11-15,2014,4,Q4 2014,11,November,2014-11,46,5,Saturday,1,Historical,1780.822,2583.394856960823,-1373.2609569055219,6642.348978595989,1513.7884341454005
2014-11-16,2014,4,Q4 2014,11,November,2014-11,46,6,Sunday,1,Historical,1355.9285,2962.3448378151356,-505.034058187531,6745.079578350413,1513.488518922728
2014-11-17,2014,4,Q4 2014,11,November,2014-11,47,0,Monday,0,Historical,11544.274,3160.431970797775,-806.226409268946,7333.213895366854,1513.1886037000554
2014-11-18,2014,4,Q4 2014,11,November,2014-11,47,1,Tuesday,0,Historical,3406.855,2932.3033217018933,-1133.1378444746745,6929.168543500031,1512.8886884773826
2014-11-19,2014,4,Q4 2014,11,November,2014-11,47,2,Wednesday,0,Historical,7226.086,2162.2555828166646,-1889.0220009348677,6026.580000299216,1512.58877325471
2014-11-20,2014,4,Q4 2014,11,November,2014-11,47,3,Thursday,0,Historical,907.5600000000001,2909.955068772767,-1166.3557059682464,6797.442204694911,1512.2888580320375
2014-11-21,2014,4,Q4 2014,11,November,2014-11,47,4,Friday,0,Historical,1249.622,2759.5560674560984,-1256.4414721689964,6895.203445309525,1511.988942809365
2014-11-22,2014,4,Q4 2014,11,November,2014-11,47,5,Saturday,1,Historical,1103.298,2190.8989969431345,-1866.8025310816313,6161.582206991386,1511.6890276624636
2014-11-23,2014,4,Q4 2014,11,November,2014-11,47,6,Sunday,1,Historical,1363.28,2432.4318713591283,-1528.5413916254886,6341.939292098754,1511.3891125155624
2014-11-24,2014,4,Q4 2014,11,November,2014-11,48,0,Monday,0,Historical,5578.606,2679.1398740669447,-1154.34371062694,6829.190542931312,1511.089197368661
2014-11-25,2014,4,Q4 2014,11,November,2014-11,48,1,Tuesday,0,Historical,4415.695,2447.127949254773,-1865.9972057291045,6574.889428528018,1510.7892822217598
2014-11-26,2014,4,Q4 2014,11,November,2014-11,48,2,Wednesday,0,Historical,1705.99,366.39277518773713,-3603.501167302116,4425.664669141843,1510.4893670748581
2014-11-27,2014,4,Q4 2014,11,November,2014-11,48,3,Thursday,0,Historical,203.66,2236.613473764484,-1695.4106465563748,6209.743937297895,1510.189451927957
2014-11-28,2014,4,Q4 2014,11,November,2014-11,48,4,Friday,0,Historical,2280.83,3801.4825134828893,128.56563225585595,7858.1818790628795,1509.8895367810558
2014-11-29,2014,4,Q4 2014,11,November,2014-11,48,5,Saturday,1,Historical,649.044,3061.6982021625545,-1096.5475680205273,6860.162408499828,1509.5896216341544
2014-11-30,2014,4,Q4 2014,11,November,2014-11,48,6,Sunday,1,Historical,219.154,2209.1713431559215,-1881.2758222488008,5937.573304939163,1509.2897064872532
2014-12-01,2014,4,Q4 2014,12,December,2014-12,49,0,Monday,0,Historical,5624.39,3422.670925895969,-735.8348277123406,7528.121007197728,1508.9897913403518
2014-12-02,2014,4,Q4 2014,12,December,2014-12,49,1,Tuesday,0,Historical,1771.808,2461.4493699853365,-1542.3865833665527,6520.801702532088,1508.6898761934506
2014-12-03,2014,4,Q4 2014,12,December,2014-12,49,2,Wednesday,0,Historical,505.88,978.0549488126867,-3232.7861959158527,4819.97150491875,1508.3899610465492
2014-12-04,2014,4,Q4 2014,12,December,2014-12,49,3,Thursday,0,Historical,129.98,1801.2972083087407,-1894.9589104406975,5848.255904847151,1508.0900458996477
2014-12-05,2014,4,Q4 2014,12,December,2014-12,49,4,Friday,0,Historical,2963.642,2173.8435200143167,-1848.8241885253867,6040.988402903423,1507.7901307527463
2014-12-06,2014,4,Q4 2014,12,December,2014-12,49,5,Saturday,1,Historical,1970.978,2169.7919755358366,-1805.0517824492147,6143.291616978669,1507.4902156058452
2014-12-07,2014,4,Q4 2014,12,December,2014-12,49,6,Sunday,1,Historical,548.4,2665.8306129385014,-1477.2730320975966,6528.572244673022,1507.1903004589437
2014-12-08,2014,4,Q4 2014,12,December,2014-12,50,0,Monday,0,Historical,1095.12,2884.7904822371197,-1178.8297628704495,7116.223101707455,1506.8903853120426
2014-12-09,2014,4,Q4 2014,12,December,2014-12,50,1,Tuesday,0,Historical,1522.652,2600.0836087501916,-1487.305459940195,6804.346846755983,1506.5904701651411
2014-12-10,2014,4,Q4 2014,12,December,2014-12,50,2,Wednesday,0,Historical,573.336,1749.3210822218282,-2020.0913373225292,5751.834142418105,1506.29055501824
2014-12-12,2014,4,Q4 2014,12,December,2014-12,50,4,Friday,0,Historical,4938.4045,2426.625903269121,-1361.6597371098032,6312.983956493438,1505.6907247244371
2014-12-13,2014,4,Q4 2014,12,December,2014-12,50,5,Saturday,1,Historical,293.152,2084.809100470366,-2231.41348045109,6010.844007937315,1505.390809577536
2014-12-14,2014,4,Q4 2014,12,December,2014-12,50,6,Sunday,1,Historical,7641.658,2590.0094663739974,-1601.3361306831594,6589.069283469749,1505.0908944306345
2014-12-15,2014,4,Q4 2014,12,December,2014-12,51,0,Monday,0,Historical,1264.466,3094.062405720523,-791.610891511197,7101.007020831284,1504.7909792837333
2014-12-16,2014,4,Q4 2014,12,December,2014-12,51,1,Tuesday,0,Historical,4394.187,3145.4459254054254,-819.6570976012056,7400.353621149067,1504.491064136832
2014-12-17,2014,4,Q4 2014,12,December,2014-12,51,2,Wednesday,0,Historical,45.534,2581.2785088888145,-1344.5907390515902,6404.150655009892,1504.1911489899308
2014-12-19,2014,4,Q4 2014,12,December,2014-12,51,4,Friday,0,Historical,3436.7599999999998,3635.004429029891,-363.75567328826025,7760.302579618019,1503.591318696128
2014-12-20,2014,4,Q4 2014,12,December,2014-12,51,5,Saturday,1,Historical,6962.4400000000005,3079.9210033727213,-1076.3085163508886,7068.987634283944,1503.2914035492265
2014-12-21,2014,4,Q4 2014,12,December,2014-12,51,6,Sunday,1,Historical,1933.44,2038.6143940604643,-2281.135841287456,5974.219513509472,1502.9914884023253
2014-12-22,2014,4,Q4 2014,12,December,2014-12,52,0,Monday,0,Historical,798.968,1116.8676344814185,-2790.203289317988,5328.575445672097,1502.691573255424
2014-12-23,2014,4,Q4 2014,12,December,2014-12,52,1,Tuesday,0,Historical,942.108,2351.2697143845967,-1497.7535840584035,6314.823116835815,1502.3916583474102
2014-12-24,2014,4,Q4 2014,12,December,2014-12,52,2,Wednesday,0,Historical,1950.202,2980.1790605031074,-791.9811172377109,7076.765135664268,1502.0917434393962
2014-12-26,2014,4,Q4 2014,12,December,2014-12,52,4,Friday,0,Historical,2041.414,2844.448732434554,-990.4290754639062,6431.468014554237,1501.4919136233684
2014-12-27,2014,4,Q4 2014,12,December,2014-12,52,5,Saturday,1,Historical,2966.388,1651.7624244622928,-2148.279330731045,5717.7426238218495,1501.1919987153547
2014-12-28,2014,4,Q4 2014,12,December,2014-12,52,6,Sunday,1,Historical,3732.2960000000003,940.8126185192206,-3059.530814699659,5221.335385404804,1500.8920838073407
2014-12-29,2014,4,Q4 2014,12,December,2014-12,1,0,Monday,0,Historical,2072.096,1609.508733276852,-2394.8706902108315,5378.325358347991,1500.592168899327
2014-12-30,2014,4,Q4 2014,12,December,2014-12,1,1,Tuesday,0,Historical,2172.6510000000003,2080.9571113966117,-2057.6995984219634,6194.631538420255,1500.2922539913131
2014-12-31,2014,4,Q4 2014,12,December,2014-12,1,2,Wednesday,0,Historical,5253.2699999999995,1401.823934968266,-2596.5093472797375,5358.39875638709,1499.9923390832992
2015-01-02,2015,1,Q1 2015,1,January,2015-01,1,4,Friday,0,Historical,1932.096,769.4471314740714,-3256.415840400276,4719.7474237245115,1499.3925092672714
2015-01-03,2015,1,Q1 2015,1,January,2015-01,1,5,Saturday,1,Historical,1768.2215999999999,710.4228573961942,-3360.6012564512503,4858.861087346857,1499.0925943592576
2015-01-04,2015,1,Q1 2015,1,January,2015-01,1,6,Sunday,1,Historical,264.46000000000004,941.8386661739104,-2985.636109785851,4844.456314022904,1498.7926794512437
2015-01-05,2015,1,Q1 2015,1,January,2015-01,2,0,Monday,0,Historical,295.272,1196.8912902896773,-2709.366712190159,4815.07514818985,1498.49276454323
2015-01-06,2015,1,Q1 2015,1,January,2015-01,2,1,Tuesday,0,Historical,31.538,937.4123754958597,-3221.071503565752,5132.308860155303,1498.1928496352161
2015-01-09,2015,1,Q1 2015,1,January,2015-01,2,4,Friday,0,Historical,364.07,907.3535691028654,-2859.0178790100354,4767.943893460364,1497.2931049111744
2015-01-10,2015,1,Q1 2015,1,January,2015-01,2,5,Saturday,1,Historical,1018.104,530.9734262855616,-3265.778211948765,4374.08920444961,1496.9931900031606
2015-01-12,2015,1,Q1 2015,1,January,2015-01,3,0,Monday,0,Historical,854.614,885.9268205943561,-3570.4384348151443,4742.614480255753,1496.3933601871329
2015-01-13,2015,1,Q1 2015,1,January,2015-01,3,1,Tuesday,0,Historical,622.278,746.7074497907782,-3078.5171013128524,4441.985413879797,1496.093445279119
2015-01-17,2015,1,Q1 2015,1,January,2015-01,3,5,Saturday,1,Historical,350.384,1152.5207217118218,-2910.0600639423915,4991.880162058641,1494.8937856470636
2015-01-19,2015,1,Q1 2015,1,January,2015-01,4,0,Monday,0,Historical,301.742,1374.6841600947296,-2813.238083164714,5388.699220968056,1494.2939558310359
2015-01-23,2015,1,Q1 2015,1,January,2015-01,4,4,Friday,0,Historical,43.66,1003.0788495340637,-2995.915276553464,4935.107935505655,1493.0942961989804
2015-01-24,2015,1,Q1 2015,1,January,2015-01,4,5,Saturday,1,Historical,13.12,914.971709896181,-3070.88323362184,4819.958585574117,1492.7943812909666
2015-01-26,2015,1,Q1 2015,1,January,2015-01,5,0,Monday,0,Historical,182.72,1293.484719229792,-2596.5261834649637,5573.29198836877,1492.1945514749389
2015-01-27,2015,1,Q1 2015,1,January,2015-01,5,1,Tuesday,0,Historical,3573.252,821.8573197562068,-3253.903264313012,4476.828396483164,1491.8946365669249
2015-01-28,2015,1,Q1 2015,1,January,2015-01,5,2,Wednesday,0,Historical,4297.644,94.1966812541084,-3830.914400176218,4036.754518687361,1491.594721658911
2015-01-30,2015,1,Q1 2015,1,January,2015-01,5,4,Friday,0,Historical,2161.6400000000003,1712.2528787407787,-1797.0411327082518,5643.450207757867,1490.9948918428834
2015-01-31,2015,1,Q1 2015,1,January,2015-01,5,5,Saturday,1,Historical,99.26,1392.788340560549,-2428.9613964867285,5357.000649713459,1490.6949769348696
2015-02-03,2015,1,Q1 2015,2,February,2015-02,6,1,Tuesday,0,Historical,492.836,707.7663751195312,-3040.5702320622077,4623.949487317818,1489.7952322108279
2015-02-06,2015,1,Q1 2015,2,February,2015-02,6,4,Friday,0,Historical,2432.544,1268.4082386997168,-2689.2734859852435,5185.038227690209,1488.8954874867864
2015-02-07,2015,1,Q1 2015,2,February,2015-02,6,5,Saturday,1,Historical,324.10999999999996,962.0030428655572,-2994.1990472560205,4991.350016416936,1488.5955725787726
2015-02-08,2015,1,Q1 2015,2,February,2015-02,6,6,Sunday,1,Historical,129.09199999999998,1229.50990985566,-2724.6878182291957,5283.243917959445,1488.2956576707586
2015-02-09,2015,1,Q1 2015,2,February,2015-02,7,0,Monday,0,Historical,785.5519999999999,1283.7438911750785,-2557.8964159646184,5347.083952578598,1487.9958192416075
2015-02-10,2015,1,Q1 2015,2,February,2015-02,7,1,Tuesday,0,Historical,77.24,790.4626173145774,-3162.4801706050957,4856.412602918247,1487.6959808124557
2015-02-14,2015,1,Q1 2015,2,February,2015-02,7,5,Saturday,1,Historical,1079.962,152.2184219531328,-3620.521471109641,4083.016043471714,1486.49662709585
2015-02-15,2015,1,Q1 2015,2,February,2015-02,7,6,Sunday,1,Historical,1602.38,491.4867967063314,-3424.290031637476,4512.7852812945675,1486.1967886666987
2015-02-16,2015,1,Q1 2015,2,February,2015-02,8,0,Monday,0,Historical,160.43,662.028319325304,-3285.9309158116007,4798.293856687733,1485.8969502375473
